0	0	0	1001.73
0	0	1	1001.99
0	0	2	1001.84
0	0	3	1001.06
0	0	4	1001.25
0	0	5	1001.52
0	0	6	1001.57
0	0	7	1000.63
0	0	8	999.577
0	0	9	999.874
0	1	0	1001.1
0	1	1	1002.25
0	1	2	1002.43
0	1	3	1000.1
0	1	4	1000.62
0	1	5	1000.81
0	1	6	1000.7
0	1	7	1001.86
0	1	8	1000.05
0	1	9	1000.1
0	2	0	1000.65
0	2	1	1002.28
0	2	2	1001.67
0	2	3	1000.45
0	2	4	1000.77
0	2	5	1002.09
0	2	6	1000.87
0	2	7	1001.52
0	2	8	1002.59
0	2	9	1001.71
0	3	0	1000.34
0	3	1	1000.88
0	3	2	1001.65
0	3	3	1000.67
0	3	4	1001.36
0	3	5	1001.96
0	3	6	1001.73
0	3	7	1000.38
0	3	8	1001.9
0	3	9	1002.01
0	4	0	1001.01
0	4	1	1001.25
0	4	2	1001.79
0	4	3	1002
0	4	4	1001.64
0	4	5	1001.39
0	4	6	1000.7
0	4	7	1000.69
0	4	8	1001.64
0	4	9	1000.88
0	5	0	1001.61
0	5	1	1001.4
0	5	2	1000.77
0	5	3	1001.87
0	5	4	1002.66
0	5	5	1001.82
0	5	6	1000.1
0	5	7	1000.36
0	5	8	1001.33
0	5	9	1000.88
0	6	0	1001.68
0	6	1	1001.21
0	6	2	1001.02
0	6	3	1003.01
0	6	4	1003.31
0	6	5	1000.75
0	6	6	999.82
0	6	7	999.767
0	6	8	1000.56
0	6	9	1000.63
0	7	0	1001.49
0	7	1	1002.48
0	7	2	1001.04
0	7	3	1001.66
0	7	4	1001.87
0	7	5	1003.39
0	7	6	1001.57
0	7	7	999.404
0	7	8	1000.63
0	7	9	1000.08
0	8	0	1000.61
0	8	1	1001.03
0	8	2	999.364
0	8	3	1000.19
0	8	4	1001.12
0	8	5	1003.19
0	8	6	1001.76
0	8	7	999.283
0	8	8	1000.07
0	8	9	1000.11
0	9	0	1000.59
0	9	1	1001.72
0	9	2	1000.43
0	9	3	1001.09
0	9	4	1002.23
0	9	5	1001.91
0	9	6	1001.14
0	9	7	999.263
0	9	8	999.531
0	9	9	999.795

1	0	0	1003.23
1	0	1	1003.13
1	0	2	1000.27
1	0	3	1000.12
1	0	4	1001.93
1	0	5	1002.08
1	0	6	1001.43
1	0	7	1000.48
1	0	8	999.679
1	0	9	1000.25
1	1	0	1001.56
1	1	1	1002.28
1	1	2	1001.38
1	1	3	1001.46
1	1	4	1001.43
1	1	5	1001.2
1	1	6	1001.32
1	1	7	1001.24
1	1	8	1000.25
1	1	9	999.633
1	2	0	1001.04
1	2	1	1001.65
1	2	2	1001.87
1	2	3	1001.66
1	2	4	1000.53
1	2	5	1001.42
1	2	6	1001.16
1	2	7	1001.35
1	2	8	1001.77
1	2	9	1001
1	3	0	1000.33
1	3	1	1000.77
1	3	2	1002.06
1	3	3	1001.6
1	3	4	1001.82
1	3	5	1002
1	3	6	1000.84
1	3	7	1000.81
1	3	8	1001.59
1	3	9	1001.75
1	4	0	1001
1	4	1	1001.21
1	4	2	1001.79
1	4	3	1002.45
1	4	4	1001.65
1	4	5	1001.22
1	4	6	1001.13
1	4	7	999.823
1	4	8	999.83
1	4	9	1001.26
1	5	0	1001.23
1	5	1	1000.82
1	5	2	1001.54
1	5	3	1002.57
1	5	4	1003.55
1	5	5	1001.55
1	5	6	1001.51
1	5	7	1000.66
1	5	8	999.509
1	5	9	999.572
1	6	0	1000.43
1	6	1	1000.12
1	6	2	1000.48
1	6	3	1001.93
1	6	4	1003.9
1	6	5	1001.42
1	6	6	1000.47
1	6	7	1001.71
1	6	8	1001.85
1	6	9	999.803
1	7	0	1001.65
1	7	1	1000.78
1	7	2	1000.59
1	7	3	1000.96
1	7	4	1002.38
1	7	5	1002.76
1	7	6	1001.36
1	7	7	1000.06
1	7	8	1001.81
1	7	9	1000.9
1	8	0	1001.13
1	8	1	998.818
1	8	2	999.257
1	8	3	1001.01
1	8	4	1001.81
1	8	5	1003.49
1	8	6	1002.44
1	8	7	998.9
1	8	8	1000.5
1	8	9	1001
1	9	0	1001.61
1	9	1	1001.4
1	9	2	1000.32
1	9	3	1001.52
1	9	4	1001.53
1	9	5	1001.48
1	9	6	1000.4
1	9	7	997.722
1	9	8	1000.13
1	9	9	1000.87

2	0	0	1002.46
2	0	1	1001.93
2	0	2	999.515
2	0	3	999.678
2	0	4	1001.2
2	0	5	1001.35
2	0	6	1000.09
2	0	7	1000.88
2	0	8	1000.95
2	0	9	1001
2	1	0	1000.82
2	1	1	1000.52
2	1	2	1000.52
2	1	3	1001.02
2	1	4	1000.52
2	1	5	1001.28
2	1	6	1001.37
2	1	7	1000.32
2	1	8	1001.93
2	1	9	1001.2
2	2	0	1000.29
2	2	1	1000.53
2	2	2	1001.94
2	2	3	1001.58
2	2	4	1001.23
2	2	5	1001.57
2	2	6	1000.59
2	2	7	1000.98
2	2	8	1002.53
2	2	9	1000.99
2	3	0	1000.86
2	3	1	1001.1
2	3	2	1001.85
2	3	3	1002.19
2	3	4	1001.91
2	3	5	1001.09
2	3	6	998.33
2	3	7	999.651
2	3	8	1001.27
2	3	9	1001.28
2	4	0	999.807
2	4	1	999.564
2	4	2	1000.27
2	4	3	1001.72
2	4	4	1002.05
2	4	5	1001.24
2	4	6	999.552
2	4	7	999.497
2	4	8	999.548
2	4	9	1001.42
2	5	0	1000.16
2	5	1	999.649
2	5	2	999.966
2	5	3	1000.71
2	5	4	1001.37
2	5	5	1001.55
2	5	6	1000.97
2	5	7	1000.57
2	5	8	998.862
2	5	9	1000.66
2	6	0	1001.28
2	6	1	1001.41
2	6	2	1001.27
2	6	3	1001.11
2	6	4	1002.21
2	6	5	1001.13
2	6	6	1000.12
2	6	7	1000.87
2	6	8	1000.71
2	6	9	1001.58
2	7	0	1002.33
2	7	1	1001.79
2	7	2	1000.13
2	7	3	999.897
2	7	4	1001.21
2	7	5	1001.08
2	7	6	999.921
2	7	7	1000.59
2	7	8	1001.42
2	7	9	1002.06
2	8	0	1000.34
2	8	1	1000.12
2	8	2	1000.47
2	8	3	1000.49
2	8	4	1000.32
2	8	5	1002.01
2	8	6	1000.63
2	8	7	1000.09
2	8	8	1001.11
2	8	9	999.746
2	9	0	1000.43
2	9	1	1000.64
2	9	2	1000.14
2	9	3	1000.15
2	9	4	1000.93
2	9	5	1001.43
2	9	6	1000.03
2	9	7	999.628
2	9	8	1001.07
2	9	9	1000.35

3	0	0	1001.85
3	0	1	1000.79
3	0	2	999.921
3	0	3	1000.23
3	0	4	1000.44
3	0	5	1000.72
3	0	6	1001.92
3	0	7	1000.82
3	0	8	1000.37
3	0	9	1001.55
3	1	0	1000.69
3	1	1	1000.64
3	1	2	1000.6
3	1	3	1001.29
3	1	4	1000.71
3	1	5	1001.24
3	1	6	1000.24
3	1	7	1000.24
3	1	8	1002
3	1	9	1001.02
3	2	0	999.782
3	2	1	1001.9
3	2	2	1003.07
3	2	3	1002.23
3	2	4	1002.41
3	2	5	1002.17
3	2	6	999.583
3	2	7	1000.48
3	2	8	1002.95
3	2	9	1000.83
3	3	0	1000.11
3	3	1	1000.61
3	3	2	1000.97
3	3	3	1002.66
3	3	4	1002.95
3	3	5	1002.12
3	3	6	999.515
3	3	7	999.721
3	3	8	1001.72
3	3	9	1001.24
3	4	0	1000.45
3	4	1	998.94
3	4	2	998.394
3	4	3	1000.79
3	4	4	1001.75
3	4	5	1000.93
3	4	6	999.616
3	4	7	1000.42
3	4	8	999.924
3	4	9	1001.29
3	5	0	1001.22
3	5	1	999.525
3	5	2	997.773
3	5	3	998.297
3	5	4	998.94
3	5	5	999.762
3	5	6	1000.97
3	5	7	1001.85
3	5	8	1000.87
3	5	9	1002.4
3	6	0	1001.24
3	6	1	1000.58
3	6	2	999.273
3	6	3	1000.3
3	6	4	1001.57
3	6	5	1000.62
3	6	6	1001.85
3	6	7	1001.45
3	6	8	1001.47
3	6	9	1003.31
3	7	0	1001.86
3	7	1	1001.33
3	7	2	999.732
3	7	3	1001.22
3	7	4	1001.38
3	7	5	1000.23
3	7	6	1000.1
3	7	7	1000.1
3	7	8	1000.6
3	7	9	1001.02
3	8	0	1000.2
3	8	1	1000.16
3	8	2	999.728
3	8	3	1000.09
3	8	4	999.45
3	8	5	999.781
3	8	6	999.287
3	8	7	999.826
3	8	8	1000.37
3	8	9	998.897
3	9	0	1000.33
3	9	1	1000.63
3	9	2	999.803
3	9	3	999.416
3	9	4	999.992
3	9	5	1000.58
3	9	6	1001.13
3	9	7	1000.55
3	9	8	1000.62
3	9	9	1000.36

4	0	0	1001.88
4	0	1	1002.2
4	0	2	1001.53
4	0	3	1001.18
4	0	4	1000.39
4	0	5	1000.83
4	0	6	1001.73
4	0	7	1001
4	0	8	1000.82
4	0	9	1001.51
4	1	0	999.745
4	1	1	1001.36
4	1	2	1001.18
4	1	3	1000.82
4	1	4	1000.83
4	1	5	1000.86
4	1	6	1000.44
4	1	7	1000.6
4	1	8	1002.23
4	1	9	1000.84
4	2	0	998.742
4	2	1	1001.06
4	2	2	1001.24
4	2	3	999.923
4	2	4	1000.97
4	2	5	1000.38
4	2	6	999.88
4	2	7	1000.74
4	2	8	1002.52
4	2	9	1000.93
4	3	0	998.523
4	3	1	1000.59
4	3	2	1000.25
4	3	3	999.57
4	3	4	1000.6
4	3	5	1001.18
4	3	6	1000.62
4	3	7	1001.02
4	3	8	1001.64
4	3	9	1000.47
4	4	0	1000.17
4	4	1	1000.01
4	4	2	1000.14
4	4	3	1000.04
4	4	4	1000.78
4	4	5	1001.45
4	4	6	1000.62
4	4	7	1001.76
4	4	8	1001.12
4	4	9	1000.88
4	5	0	1000.46
4	5	1	999.113
4	5	2	999.005
4	5	3	999.53
4	5	4	999.27
4	5	5	1000.72
4	5	6	1001.98
4	5	7	1002.02
4	5	8	1001.46
4	5	9	1002.1
4	6	0	999.75
4	6	1	998.552
4	6	2	999.607
4	6	3	1000.11
4	6	4	999.99
4	6	5	1000.86
4	6	6	1003.37
4	6	7	1002.01
4	6	8	1001.62
4	6	9	1002.78
4	7	0	1000.8
4	7	1	1000.19
4	7	2	1000.52
4	7	3	1001.83
4	7	4	1001.88
4	7	5	1000.29
4	7	6	1000.88
4	7	7	1001.78
4	7	8	1001.77
4	7	9	1001.4
4	8	0	1001.5
4	8	1	1000.12
4	8	2	1000.05
4	8	3	1001.6
4	8	4	1000.37
4	8	5	998.884
4	8	6	1000.04
4	8	7	1001.57
4	8	8	1001.41
4	8	9	1000.27
4	9	0	1002.26
4	9	1	1001.65
4	9	2	1001.02
4	9	3	1001.23
4	9	4	1000.47
4	9	5	1000.48
4	9	6	1002.79
4	9	7	1001.64
4	9	8	1000.62
4	9	9	1001.13

